"";BBSIS.M.I.ZAR.ZI.EUR.S1311.B.A604.R17XX.R.A.A._Z._Z.A;BBSIS.M.I.ZAR.ZI.EUR.S1311.B.A604.R17XX.R.A.A._Z._Z.A_FLAGS
2013-05;2,21;
2013-06;2,38;
2013-07;2,40;
2013-08;2,56;
2013-09;2,50;
2013-10;2,47;
2013-11;2,53;
2013-12;2,70;
2014-01;2,40;
2014-02;2,35;
2014-03;2,33;
2014-04;2,28;
2014-05;2,13;
2014-06;2,02;
2014-07;1,90;
2014-08;1,58;
2014-09;1,69;
2014-10;1,46;
2014-11;1,30;
2014-12;1,13;
2015-01;0,75;
2015-02;0,80;
2015-03;0,49;
2015-04;0,67;
2015-05;1,00;
2015-06;1,44;
2015-07;1,20;
2015-08;1,25;
2015-09;1,15;
2015-10;1,04;
2015-11;1,10;
2015-12;1,30;
2016-01;0,89;
2016-02;0,62;
2016-03;0,63;
2016-04;0,73;
2016-05;0,64;
2016-06;0,23;
2016-07;0,19;
2016-08;0,22;
2016-09;0,19;
2016-10;0,56;
2016-11;0,69;
2016-12;0,69;
2017-01;0,95;
2017-02;0,72;
2017-03;0,84;
2017-04;0,84;
2017-05;0,86;
2017-06;0,95;
2017-07;1,08;
2017-08;0,85;
2017-09;0,96;
2017-10;0,96;
2017-11;0,91;
2017-12;0,94;
2018-01;1,06;
2018-02;1,10;
2018-03;0,92;
2018-04;0,99;
2018-05;0,85;
2018-06;0,79;
2018-07;0,84;
2018-08;0,76;
2018-09;0,86;
2018-10;0,79;
2018-11;0,74;
2018-12;0,64;
2019-01;0,52;
2019-02;0,54;
2019-03;0,32;
2019-04;0,43;
2019-05;0,20;
2019-06;0,04;
2019-07;-0,08;
2019-08;-0,41;
2019-09;-0,30;
2019-10;-0,13;
2019-11;-0,09;
2019-12;0,10;
2020-01;-0,14;
2020-02;-0,37;
2020-03;-0,22;
2020-04;-0,26;
2020-05;-0,16;
2020-06;-0,23;
2020-07;-0,33;
2020-08;-0,11;
2020-09;-0,32;
2020-10;-0,39;
2020-11;-0,36;
2020-12;-0,34;
2021-01;-0,28;
2021-02;0,00;
2021-03;0,06;
2021-04;0,12;
2021-05;0,16;
2021-06;0,09;
2021-07;-0,17;
2021-08;-0,17;
2021-09;0,04;
2021-10;0,02;
2021-11;-0,20;
2021-12;-0,03;
2022-01;0,09;
2022-02;0,30;
2022-03;0,64;
2022-04;0,88;
2022-05;1,27;
2022-06;1,66;
2022-07;1,13;
2022-08;1,66;
2022-09;2,17;
2022-10;2,26;
2022-11;1,93;
2022-12;2,57;
2023-01;2,34;
2023-02;2,68;
2023-03;2,42;
2023-04;2,41;
2023-05;2,42;
2023-06;2,45;
2023-07;2,62;
2023-08;2,62;
2023-09;2,99;
2023-10;2,98;
2023-11;2,66;
2023-12;2,25;
2024-01;2,42;
2024-02;2,65;
2024-03;2,47;
2024-04;2,70;
2024-05;2,86;
2024-06;2,66;
2024-07;2,52;
2024-08;2,47;
2024-09;2,42;
2024-10;2,61;
2024-11;2,30;
2024-12;2,59;
