"date","eu_price","eu_gdtr_l1","eu_gdtr_l2","eu_ndtr_l1","eu_ndtr_l2","eu_gdtr_s1","eu_gdtr_s2","eu_ndtr_s1","eu_ndtr_s2"
1997-12-08,1597.09607,2454.16813,7571.20684,2159.32762,5862.04851,27.48468,1.0769,31.24422,1.39208
1997-12-09,1594.26383,2449.9008,7544.04609,2155.55052,5840.89805,27.53699,1.08089,31.30402,1.39728
1997-12-10,1574.42628,2419.57995,7356.48821,2128.83001,5695.4513,27.88229,1.1079,31.69718,1.43224
1997-12-11,1541.02829,2368.44297,7044.73307,2083.788,5453.82115,28.47612,1.15499,32.373,1.49318
1997-12-12,1541.86168,2369.79657,7052.01801,2084.95971,5459.36075,28.46449,1.15394,32.36007,1.49185
1997-12-13,1544.79203,2374.38996,7078.5863,2088.97755,5479.8064,28.41396,1.14973,32.30299,1.48645
1997-12-14,1550.52179,2383.32084,7131.06568,2096.80234,5520.2618,28.31172,1.14135,32.18726,1.47566
1997-12-15,1557.93304,2394.85656,7199.31904,2106.91346,5572.8991,28.17931,1.13056,32.0373,1.46177
1997-12-16,1576.55267,2423.66514,7371.74509,2132.20947,5706.11278,27.84489,1.10363,31.65784,1.427
1997-12-17,1560.44773,2399.06067,7221.28016,2110.52343,5589.42953,28.13203,1.12628,31.9849,1.45636
1997-12-18,1543.71034,2373.48254,7066.5249,2087.98134,5469.43185,28.43644,1.15056,32.33162,1.4878
1997-12-19,1525.92447,2346.2916,6903.86531,2064.02051,5343.32175,28.76668,1.17717,32.70772,1.52227
1997-12-20,1531.38763,2354.81212,6953.27966,2071.48433,5381.40329,28.66671,1.16889,32.59455,1.5116
1997-12-21,1541.17037,2370.01544,7042.33217,2084.81642,5450.1055,28.48609,1.15405,32.38985,1.49248
1997-12-22,1546.81711,2378.82198,7093.92951,2092.53094,5489.86825,28.38466,1.14573,32.27502,1.48176
1997-12-23,1517.34852,2333.68227,6823.97773,2052.77644,5280.70929,28.92755,1.18945,32.89304,1.53838
1997-12-24,1507.61144,2318.84023,6736.47491,2039.68639,5212.81679,29.11589,1.20484,33.10777,1.55833
1997-12-25,1509.64368,2322.0454,6754.39899,2042.48483,5226.58094,29.08008,1.20177,33.06738,1.55439
1997-12-26,1512.08611,2325.88491,6776.03207,2045.84019,5243.20954,29.03646,1.19806,33.01813,1.54962
1997-12-27,1518.80397,2336.35335,6836.31891,2055.01299,5289.67729,28.91026,1.18753,32.8752,1.53607
1997-12-28,1531.64348,2356.27471,6952.18069,2072.49049,5379.09591,28.66826,1.16755,32.60072,1.51028
1997-12-29,1548.35237,2382.16022,7104.19382,2095.21098,5496.46698,28.35782,1.14215,32.24844,1.4775
1997-12-30,1584.43656,2437.88819,7435.62002,2144.1705,5752.59728,27.70055,1.08907,31.50186,1.40891
1997-12-31,1588.39652,2444.08387,7472.4594,2149.59293,5780.95358,27.63575,1.08385,31.42856,1.40219
1998-01-01,1595.38136,2454.97259,7538.17647,2159.13273,5831.59566,27.51751,1.07447,31.29463,1.3901
1998-01-02,1602.36658,2465.86251,7604.23335,2168.67331,5882.49763,27.39992,1.06518,31.16144,1.37814
1998-01-03,1608.29407,2475.11313,7660.46186,2176.77525,5925.81181,27.30158,1.05744,31.05008,1.36816
1998-01-04,1613.95553,2483.95158,7714.33834,2184.51544,5967.30913,27.20853,1.05013,30.94472,1.35875
1998-01-05,1617.84757,2490.04429,7751.34451,2189.84671,5995.78718,27.14621,1.04522,30.87423,1.35243
1998-01-06,1603.39336,2467.95162,7612.95766,2170.37732,5888.52308,27.39146,1.06401,31.15373,1.37679
1998-01-07,1603.23657,2467.78423,7611.09711,2170.21071,5886.97824,27.39777,1.0644,31.16119,1.37732
1998-01-08,1584.69467,2439.40497,7435.22023,2145.21098,5750.71282,27.71727,1.08913,31.52517,1.40937
1998-01-09,1540.22736,2371.16522,7018.43547,2085.14544,5428.05549,28.49707,1.15031,32.41293,1.48861
1998-01-10,1544.38354,2377.66769,7056.17487,2090.83636,5457.10137,28.42349,1.14426,32.32966,1.48083
1998-01-11,1550.27839,2386.86953,7110.03375,2098.89508,5498.58164,28.31803,1.13567,32.21022,1.46975
1998-01-12,1558.10945,2399.07452,7181.98256,2109.58852,5554.02029,28.17776,1.12431,32.05126,1.45511
1998-01-13,1580.48962,2433.72773,7388.69097,2140.00938,5713.60562,27.77525,1.09209,31.59419,1.41347
1998-01-14,1592.80894,2452.87294,7504.14527,2156.7982,5802.64015,27.56119,1.07515,31.35138,1.39162
1998-01-15,1586.53654,2443.33059,7444.95444,2148.3772,5756.7067,27.67281,1.08376,31.4788,1.4028
1998-01-16,1601.14263,2466.00582,7582.33986,2168.26755,5862.6831,27.42042,1.06389,31.19239,1.37714
1998-01-17,1613.96666,2485.93531,7704.08364,2185.744,5956.56265,27.20319,1.04694,30.94594,1.35525
1998-01-18,1626.14768,2504.87489,7820.65221,2202.34998,6046.43612,27.00025,1.03122,30.71574,1.33497
1998-01-19,1636.74418,2521.3692,7922.81584,2216.80716,6125.17511,26.82672,1.01787,30.51897,1.31774
1998-01-20,1641.23942,2528.40545,7966.1894,2222.96436,6158.54605,26.75612,1.01242,30.43905,1.31072
1998-01-21,1618.76529,2493.95576,7748.25478,2192.631,5989.81271,27.12494,1.04024,30.85926,1.34679
1998-01-22,1586.01277,2443.68766,7435.07948,2148.38558,5747.43545,27.67598,1.08241,31.48687,1.40144
1998-01-23,1559.25529,2402.63796,7184.49884,2112.24997,5553.48302,28.14524,1.11901,32.02143,1.4489
1998-01-24,1560.77245,2405.05312,7198.18149,2114.35292,5563.95276,28.12136,1.11701,31.99458,1.44634
1998-01-25,1562.60262,2407.95271,7214.77608,2116.88129,5576.6699,28.09188,1.11457,31.96134,1.4432
1998-01-26,1564.7658,2411.36862,7234.48199,2119.86258,5591.78769,28.05644,1.11166,31.92135,1.43946
1998-01-27,1586.03655,2444.34068,7431.56337,2148.79816,5743.8522,27.67716,1.0815,31.49059,1.40048
1998-01-28,1612.38951,2485.15826,7678.97859,2184.62703,5934.79395,27.21929,1.04562,30.97041,1.35409
1998-01-29,1641.22074,2529.80542,7954.03047,2223.82016,6147.0719,26.7349,1.0083,30.42005,1.30583
1998-01-30,1635.84702,2521.63293,7901.59461,2216.60729,6106.38899,26.82683,1.01512,30.52504,1.31469
1998-01-31,1644.05109,2534.43524,7980.83479,2227.82019,6167.40114,26.69589,1.0051,30.37662,1.30176
1998-02-01,1658.36039,2556.68055,8120.02213,2247.3252,6274.69141,26.46621,0.9877,30.11593,1.27929
1998-02-02,1667.0922,2570.30357,8205.67805,2259.25768,6340.64488,26.32946,0.9774,29.96089,1.266
1998-02-03,1671.1148,2576.61244,8245.07459,2264.77493,6370.93035,26.26907,0.97283,29.89254,1.2601
1998-02-04,1663.09544,2564.38156,8165.91052,2253.98954,6309.56525,26.39798,0.98229,30.03969,1.27239
1998-02-05,1640.48169,2529.6874,7944.07564,2223.44898,6137.90292,26.75935,1.00909,30.45153,1.30716
1998-02-06,1660.41396,2560.62152,8137.50734,2250.58651,6287.06953,26.43642,0.98464,30.08475,1.27555
1998-02-07,1666.23824,2569.73304,8194.5437,2258.56088,6330.94625,26.34659,0.97786,29.98298,1.26681
1998-02-08,1670.4533,2576.34269,8235.81736,2264.34166,6362.67339,26.28304,0.97305,29.91104,1.26061
1998-02-09,1676.2523,2585.41597,8292.94034,2272.28224,6406.61348,26.1947,0.96642,29.81095,1.25206
1998-02-10,1686.58088,2601.52099,8395.35823,2286.39076,6485.47785,26.03576,0.9546,29.63066,1.2368
1998-02-11,1695.24778,2615.05189,8481.78498,2298.2402,6552.00139,25.90453,0.94489,29.48187,1.22426
1998-02-12,1691.61517,2609.54415,8445.13895,2293.37443,6523.55012,25.96327,0.94909,29.54904,1.22973
1998-02-13,1697.5538,2618.83752,8504.37742,2301.50728,6569.11258,25.875,0.94255,29.44903,1.22129
1998-02-14,1698.56115,2620.47232,8514.07452,2302.92287,6576.48182,25.86302,0.94159,29.43567,1.22006
1998-02-15,1699.15114,2621.46223,8519.58588,2303.77186,6580.6196,25.85743,0.94109,29.42957,1.21944
1998-02-16,1699.78302,2622.51657,8525.51846,2304.67743,6585.08244,25.8512,0.94055,29.42275,1.21877
1998-02-17,1700.74848,2624.08694,8534.80881,2306.03644,6592.13706,25.83988,0.93964,29.41014,1.21761
1998-02-18,1711.84762,2641.39202,8646.46152,2321.19671,6678.1057,25.67361,0.92746,29.22149,1.20188
1998-02-19,1709.78557,2638.29493,8625.25483,2318.45275,6661.59836,25.70783,0.92985,29.26072,1.20499
1998-02-20,1716.47494,2648.75915,8692.74804,2327.61115,6713.51146,25.60998,0.92268,29.14982,1.19575
1998-02-21,1714.58703,2645.93001,8673.24242,2325.10295,6698.31947,25.64145,0.92486,29.18592,1.1986
1998-02-22,1709.43255,2638.08689,8620.88599,2318.18189,6657.7179,25.72159,0.93056,29.2775,1.20601
1998-02-23,1703.18978,2628.57405,8557.77847,2309.79101,6608.79998,25.81851,0.93748,29.38821,1.21502
1998-02-24,1692.89761,2612.83784,8454.38137,2295.9248,6528.73111,25.97728,0.94893,29.56943,1.22989
1998-02-25,1723.02639,2659.55936,8755.80815,2336.92174,6761.17311,25.51705,0.91521,29.0463,1.18625
1998-02-26,1732.87761,2674.93941,8855.91267,2350.39005,6838.20909,25.37487,0.90491,28.88502,1.17294
1998-02-27,1736.8706,2681.21186,8896.26911,2355.87325,6869.20525,25.32071,0.90094,28.82372,1.16782
1998-02-28,1735.15891,2678.65338,8878.16582,2353.60316,6855.09782,25.34989,0.90291,28.85721,1.17041
1998-03-01,1731.04537,2672.40502,8835.72617,2348.08643,6822.17396,25.41346,0.90735,28.9299,1.17618
1998-03-02,1729.33406,2669.84685,8817.84857,2345.81635,6808.24221,25.44192,0.9093,28.96257,1.17873
1998-03-03,1733.31157,2676.09581,8858.16885,2351.27885,6839.20869,25.38651,0.90525,28.89984,1.17351
1998-03-04,1733.82025,2676.96229,8862.94072,2352.01861,6842.76918,25.38242,0.90488,28.89544,1.17305
1998-03-05,1722.34281,2659.39588,8745.66205,2336.54426,6751.98871,25.55309,0.91696,29.09023,1.18875
1998-03-06,1759.24869,2716.61353,9121.04544,2386.75487,7041.44617,25.00744,0.87771,28.46982,1.13794
1998-03-07,1756.61531,2712.63763,9093.35565,2383.2379,7019.92953,25.0481,0.88049,28.51639,1.14155
1998-03-08,1753.39365,2707.75762,9059.64839,2378.92563,6993.76176,25.09724,0.88386,28.57263,1.14595
1998-03-09,1750.79235,2703.83019,9032.38022,2375.45134,6972.57266,25.13774,0.88663,28.61902,1.14956
1998-03-10,1773.85666,2739.66419,9270.81192,2406.87705,7156.30027,24.80867,0.86333,28.24506,1.11941
1998-03-11,1784.20072,2755.821,9379.15557,2421.02408,7239.65095,24.66637,0.85335,28.0836,1.10651
1998-03-12,1777.55474,2745.68404,9309.14456,2412.08546,7185.41128,24.76107,0.85982,28.19181,1.11493
1998-03-13,1762.34602,2722.36001,9149.9835,2391.55123,7062.29947,24.97538,0.87462,28.43632,1.13417
1998-03-14,1767.70653,2730.76763,9205.51587,2398.90399,7104.96485,24.90226,0.86942,28.35346,1.12746
1998-03-15,1779.95019,2749.8728,9333.33058,2415.63728,7203.31813,24.73204,0.85745,28.16024,1.11198
1998-03-16,1785.22712,2758.15156,9388.52232,2422.87687,7245.71655,24.66156,0.85249,28.08038,1.10557
1998-03-17,1780.27604,2750.61373,9336.19404,2416.22615,7205.15725,24.73292,0.85734,28.16198,1.1119
1998-03-18,1799.56076,2780.62026,9538.88358,2442.52963,7361.2531,24.46709,0.83883,27.85993,1.08794
1998-03-19,1807.892,2793.658,9627.31263,2453.93899,7429.23421,24.35628,0.83116,27.73425,1.07803
1998-03-20,1829.67764,2827.54049,9859.80322,2483.64418,7608.29732,24.06478,0.81119,27.40297,1.05217
1998-03-21,1825.92259,2821.83977,9818.98319,2478.60997,7576.63487,24.11717,0.81464,27.46292,1.05668
1998-03-22,1820.09453,2812.95465,9756.08845,2470.77391,7527.9094,24.19699,0.81996,27.55416,1.0636
1998-03-23,1816.3689,2807.29849,9715.79805,2465.779,7496.65898,24.24955,0.82345,27.61431,1.06815
1998-03-24,1835.3757,2836.88774,9919.55188,2491.71286,7653.53457,23.99791,0.80628,27.32838,1.04593
1998-03-25,1826.66296,2823.56729,9825.31616,2479.97501,7580.59227,24.11451,0.81404,27.46158,1.05602
1998-03-26,1820.25962,2813.79704,9756.23878,2471.36043,7527.09391,24.20194,0.81986,27.56151,1.06361
1998-03-27,1818.39813,2811.00795,9735.76234,2468.88759,7511.15406,24.23023,0.8217,27.59399,1.06601
1998-03-28,1820.04641,2813.6456,9752.91316,2471.18099,7524.24285,24.21175,0.82036,27.5732,1.06429
1998-03-29,1824.24562,2820.25163,9797.60227,2476.95286,7558.53761,24.15907,0.81671,27.51354,1.05958
1998-03-30,1829.28274,2828.164,9851.47779,2483.8692,7599.9011,24.09539,0.81232,27.44138,1.05392
1998-03-31,1846.82239,2855.49253,10040.65307,2507.81537,7745.50096,23.86717,0.79685,27.18209,1.03389
1998-04-01,1856.014,2869.87996,10140.74199,2520.40508,7822.42658,23.7508,0.789,27.05005,1.02375
1998-04-02,1876.65814,2902.02167,10366.78037,2548.57498,7996.43077,23.48868,0.77151,26.75214,1.00111
1998-04-03,1882.58639,2911.32738,10432.13725,2556.71097,8046.61658,23.41718,0.76675,26.67109,0.99494
1998-04-04,1881.21244,2909.29186,10416.41829,2554.90009,8034.34402,23.43735,0.76799,26.69431,0.99658
1998-04-05,1878.78775,2905.63659,10389.11302,2551.66523,8013.12719,23.4706,0.7701,26.73243,0.99934
1998-04-06,1876.11985,2901.6062,10359.1648,2548.10058,7989.8702,23.50696,0.77242,26.77411,1.00236
1998-04-07,1851.7614,2864.12897,10090.44343,2515.13826,7782.28829,23.81438,0.79255,27.1248,1.02852
1998-04-08,1827.00239,2826.02852,9820.89103,2481.62924,7574.07976,24.13503,0.81381,27.49057,1.05617
1998-04-09,1835.21118,2838.89105,9909.23326,2492.88117,7641.94743,24.02905,0.80659,27.37034,1.04683
1998-04-10,1836.21098,2840.52494,9919.57321,2494.29309,7649.78112,24.01908,0.80585,27.35923,1.04588
1998-04-11,1837.00512,2841.84001,9927.68856,2495.42499,7655.90005,24.01182,0.80529,27.35121,1.04517
1998-04-12,1837.55625,2842.77874,9933.17568,2496.22657,7659.99295,24.00775,0.80494,27.34682,1.04474
1998-04-13,1837.81795,2843.26887,9935.52809,2496.63469,7661.66912,24.00748,0.80485,27.34676,1.04464
1998-04-14,1830.19236,2831.61002,9852.9731,2486.36116,7597.78659,24.1098,0.81163,27.4637,1.05348
1998-04-15,1832.72441,2835.62476,9879.82497,2489.86111,7618.33731,24.07961,0.80952,27.4296,1.05076
1998-04-16,1820.06075,2816.19685,9743.36749,2472.75899,7512.85172,24.24852,0.8208,27.62248,1.06544
1998-04-17,1843.38921,2852.51557,9993.62457,2504.59046,7705.4642,23.9397,0.79982,27.27134,1.03825
1998-04-18,1842.98752,2851.97937,9988.78943,2504.09694,7701.59759,23.94805,0.8003,27.2811,1.0389
1998-04-19,1842.53299,2851.36158,9983.38441,2503.53217,7697.29165,23.9571,0.80083,27.29165,1.03961
1998-04-20,1841.87979,2850.4364,9975.82862,2502.69707,7691.32719,23.96872,0.80154,27.30514,1.04054
1998-04-21,1837.09493,2843.14393,9923.7109,2496.26508,7650.96457,24.03389,0.80582,27.37969,1.04612
1998-04-22,1845.10486,2855.70358,10010.32024,2507.24955,7717.47646,23.93157,0.79888,27.2636,1.03715
1998-04-23,1835.17967,2840.49694,9902.62451,2493.85825,7634.20124,24.06288,0.80758,27.41363,1.04847
1998-04-24,1813.49025,2807.11273,9668.76734,2464.49936,7453.61526,24.34966,0.82675,27.74088,1.07341
1998-04-25,1796.29871,2780.67746,9485.60144,2441.24475,7312.13662,24.58297,0.84251,28.0072,1.09391
1998-04-26,1781.30697,2757.63945,9327.38765,2420.97509,7189.91085,24.79066,0.85667,28.24433,1.11233
1998-04-27,1773.47516,2745.65303,9245.28516,2410.41603,7126.41027,24.90246,0.86432,28.37212,1.1223
1998-04-28,1774.67967,2747.60335,9257.41707,2412.10589,7135.62928,24.88881,0.86329,28.35683,1.12098
1998-04-29,1790.1333,2771.73123,9419.01497,2433.23449,7259.87625,24.6742,0.84832,28.11294,1.1016
1998-04-30,1818.73077,2816.2384,9720.51029,2472.24661,7491.90142,24.28187,0.82127,27.66662,1.06652
1998-05-01,1820.4915,2819.05549,9738.92367,2474.69587,7505.94936,24.26141,0.81981,27.64358,1.06464
1998-05-02,1822.05017,2821.55857,9755.17194,2476.86956,7518.33003,24.24375,0.81854,27.62371,1.06302
1998-05-03,1823.43638,2823.7937,9769.57224,2478.80853,7529.28749,24.22846,0.81743,27.60655,1.0616
1998-05-04,1824.53807,2825.58716,9780.92075,2480.36008,7537.89464,24.21701,0.81658,27.59376,1.06051
1998-05-05,1807.47672,2799.34126,9598.15077,2457.27469,7396.75968,24.4459,0.83194,27.85508,1.0805
1998-05-06,1782.8711,2761.42387,9337.09504,2423.94092,7195.27735,24.78098,0.85467,28.23746,1.11006
1998-05-07,1767.86219,2738.34581,9180.01268,2403.63931,7073.96755,24.99211,0.86915,28.47855,1.12891
1998-05-08,1795.70476,2781.69838,9469.68794,2441.63375,7296.83894,24.60049,0.84183,28.033,1.09348
1998-05-09,1797.18569,2784.08013,9484.87796,2443.70134,7308.40588,24.58342,0.84059,28.0138,1.09188
1998-05-10,1798.43945,2786.10933,9497.67457,2445.45957,7318.13002,24.56948,0.83955,27.99818,1.09057
1998-05-11,1799.93679,2788.51727,9513.06292,2447.55022,7329.84881,24.55223,0.8383,27.97878,1.08895
1998-05-12,1812.88799,2808.77854,9650.27585,2465.28233,7435.26318,24.3778,0.82631,27.7806,1.07342
1998-05-13,1821.17395,2821.78166,9738.58437,2476.65214,7503.04107,24.26887,0.81885,27.65696,1.06377
1998-05-14,1818.38473,2817.55437,9708.34808,2472.91721,7479.5957,24.30917,0.82149,27.70316,1.06722
1998-05-15,1807.56785,2800.95168,9592.87957,2458.30417,7390.38784,24.45636,0.83136,27.87136,1.08008
1998-05-16,1808.37841,2802.29293,9601.02785,2459.45912,7396.53043,24.44861,0.83075,27.86278,1.07932
1998-05-17,1809.23482,2803.70584,9609.66705,2460.67641,7403.05077,24.44024,0.83011,27.8535,1.0785
1998-05-18,1810.05311,2805.05945,9617.90548,2461.84211,7409.26231,24.4324,0.8295,27.84482,1.07772
1998-05-19,1810.84028,2806.36488,9625.81724,2462.96536,7415.22212,24.42497,0.82892,27.83661,1.07699
1998-05-20,1812.80177,2809.49658,9646.25922,2465.68993,7430.82495,24.40166,0.82726,27.81031,1.07485
1998-05-21,1795.44665,2782.77561,9461.72513,2442.19276,7288.39586,24.63768,0.84318,28.07982,1.09559
1998-05-22,1788.40275,2771.99045,9387.36171,2432.69356,7230.90825,24.73715,0.84991,28.19357,1.10436
1998-05-23,1783.2262,2764.0814,9332.77771,2425.72273,7188.68609,24.81173,0.85496,28.27892,1.11094
1998-05-24,1778.56492,2756.96566,9283.71292,2419.44922,7150.72463,24.87962,0.85956,28.35663,1.11695
1998-05-25,1774.96514,2751.48472,9245.79367,2414.61357,7121.3643,24.93311,0.86317,28.4179,1.12167
1998-05-26,1774.18005,2750.35059,9237.17186,2413.5964,7114.59464,24.94741,0.86408,28.43446,1.12287
1998-05-27,1779.78415,2759.16917,9295.41692,2421.30096,7159.25354,24.87141,0.85874,28.34823,1.11596
1998-05-28,1785.64881,2768.396,9356.58971,2429.36256,7206.15987,24.7922,0.85319,28.25836,1.10878
1998-05-29,1778.77341,2757.86736,9284.35755,2420.08943,7150.32766,24.89076,0.85989,28.3711,1.11752
1998-05-30,1777.43474,2755.87639,9269.90627,2418.3202,7139.06627,24.91298,0.86134,28.39669,1.11942
1998-05-31,1776.41701,2754.38189,9258.82201,2416.98686,7130.39985,24.93066,0.86248,28.4171,1.12092
1998-06-01,1775.94702,2753.7358,9253.46328,2416.39799,7126.14467,24.9406,0.86309,28.42869,1.12173
1998-06-02,1781.06093,2761.78997,9306.58704,2423.433,7166.86305,24.87171,0.85824,28.35055,1.11546
1998-06-03,1755.63815,2722.55962,9041.18323,2388.95868,6962.1837,25.22903,0.88282,28.75843,1.14745
1998-06-04,1766.53711,2739.64492,9153.67792,2403.90231,7048.53008,25.0748,0.87194,28.5832,1.13336
1998-06-05,1806.57975,2801.98765,9569.28165,2458.5415,7368.1815,24.50828,0.83246,27.93817,1.0821
1998-06-06,1809.2035,2806.15443,9596.70049,2462.17217,7389.14128,24.47582,0.83018,27.90145,1.07916
1998-06-07,1811.38084,2809.62484,9619.39579,2465.19274,7406.46926,24.44952,0.82831,27.87176,1.07676
1998-06-08,1814.0527,2813.86689,9647.39755,2468.88942,7427.87563,24.41658,0.826,27.83449,1.07378
1998-06-09,1820.23981,2823.60432,9713.12118,2477.39635,7478.25799,24.33604,0.82048,27.74309,1.06663
1998-06-10,1826.27409,2833.10302,9777.41628,2485.69423,7527.54113,24.25813,0.81515,27.65468,1.05973
1998-06-11,1802.73224,2796.77346,9525.59524,2453.7695,7333.36454,24.57314,0.83624,28.01436,1.0872
1998-06-12,1810.42009,2808.85862,9606.88348,2464.33118,7395.697,24.47095,0.82921,27.89833,1.07809
1998-06-13,1803.78525,2798.69457,9536.31178,2455.37999,7341.16673,24.56348,0.8354,28.0042,1.08617
1998-06-14,1788.54105,2775.21278,9375.25202,2434.73443,7216.91525,24.77357,0.84961,28.24422,1.10469
1998-06-15,1781.71829,2764.75669,9303.58643,2425.52705,7161.54762,24.87093,0.85621,28.35562,1.1133
1998-06-16,1784.00355,2768.396,9327.07149,2428.69563,7179.48162,24.84222,0.85416,28.32317,1.11065
1998-06-17,1807.56389,2805.17656,9573.89889,2460.90536,7369.13576,24.51618,0.83166,27.95211,1.08144
1998-06-18,1803.71374,2799.30423,9532.78151,2455.72681,7337.32676,24.57145,0.83533,28.01543,1.08624
1998-06-19,1787.57804,2774.43482,9362.37368,2433.86501,7205.89592,24.7937,0.85036,28.26934,1.10583
1998-06-20,1790.52952,2779.11552,9392.95246,2437.94493,7229.27717,24.75586,0.84769,28.22651,1.10237
1998-06-21,1796.16022,2787.98739,9451.90625,2445.69297,7274.44591,24.68083,0.84247,28.14136,1.09562
1998-06-22,1802.80771,2798.45101,9521.82951,2454.83408,7328.03418,24.5922,0.83634,28.04074,1.08768
1998-06-23,1836.20739,2850.53455,9875.22472,2500.45999,7599.63616,24.13851,0.8054,27.52414,1.0475
1998-06-24,1857.91832,2884.46008,10109.21665,2530.16126,7779.3558,23.85513,0.78642,27.20164,1.02286
1998-06-25,1847.28484,2868.11119,9993.52912,2515.779,7690.07639,23.99417,0.79551,27.36064,1.03472
1998-06-26,1866.47956,2898.13037,10201.64424,2542.05366,7849.87403,23.74691,0.77904,27.07931,1.01335
1998-06-27,1871.38065,2905.86571,10254.97922,2548.80576,7890.71157,23.68745,0.77507,27.01185,1.0082
1998-06-28,1875.2957,2912.05837,10297.51684,2554.20775,7923.25882,23.64108,0.77196,26.95929,1.00418
1998-06-29,1877.47738,2915.54263,10320.9335,2557.23881,7941.12008,23.61713,0.77031,26.93224,1.00206
1998-06-30,1861.60357,2891.07003,10146.29744,2535.7275,7806.46431,23.82034,0.78348,27.16447,1.01922
1998-07-01,1900.08207,2951.07888,10566.39695,2588.29463,8129.27957,23.3298,0.75113,26.60576,0.9772
1998-07-02,1900.55981,2951.90982,10571.19645,2589.00007,8132.82522,23.32703,0.75089,26.60285,0.97689
1998-07-03,1901.8664,2954.03085,10585.2367,2590.83636,8143.47564,23.31408,0.74998,26.58832,0.97574
1998-07-04,1903.83487,2957.18453,10606.68475,2593.57718,8159.81839,23.29299,0.74855,26.56452,0.9739
1998-07-05,1905.71296,2960.19702,10627.13985,2596.19435,8175.39766,23.27305,0.7472,26.54204,0.97216
1998-07-06,1907.11012,2962.46015,10642.23334,2598.1548,8186.85624,23.25904,0.74623,26.52631,0.97091
1998-07-07,1908.11407,2964.1103,10652.93642,2599.57826,8194.93968,23.24985,0.74557,26.51608,0.97007
1998-07-08,1932.18875,3001.74228,10922.27985,2632.52093,8401.75131,22.95843,0.72681,26.18434,0.94571
1998-07-09,1930.21802,2998.77495,10899.50448,2629.8938,8384.0734,22.98483,0.72842,26.2147,0.94782
1998-07-10,1930.20028,2998.83697,10898.77111,2629.92471,8383.35873,22.98809,0.72855,26.21865,0.94801
1998-07-11,1926.4822,2993.16696,10856.37342,2624.92456,8350.56925,23.03529,0.73148,26.27276,0.95184
1998-07-12,1919.98717,2983.20824,10782.95392,2616.15647,8293.87681,23.11567,0.73651,26.36478,0.95842
1998-07-13,1916.20966,2977.4452,10740.12213,2611.07458,8260.75581,23.16407,0.73953,26.42026,0.96236
1998-07-14,1934.7093,3006.41305,10947.94565,2636.41984,8420.23415,22.94244,0.72531,26.16807,0.9439
1998-07-15,1932.05781,3002.39138,10917.47052,2632.86723,8396.63032,22.97684,0.72742,26.20756,0.94666
1998-07-16,1936.40777,3009.27169,10966.32759,2638.86936,8434.00506,22.92789,0.72425,26.15205,0.94256
1998-07-17,1936.87003,3010.08096,10971.04141,2639.55489,8437.47808,22.92542,0.72403,26.14946,0.94229
1998-07-18,1934.54288,3006.56087,10944.19825,2636.44289,8416.67179,22.95592,0.72589,26.1845,0.94472
1998-07-19,1929.45953,2998.77977,10886.367,2629.58863,8371.99854,23.01903,0.72981,26.2568,0.94985
1998-07-20,1923.25469,2989.26603,10816.11587,2621.21268,8317.75795,23.09578,0.73461,26.34467,0.95612
1998-07-21,1901.17603,2955.1451,10568.02824,2591.24187,8126.65128,23.36312,0.75155,26.65014,0.97821
1998-07-22,1903.02997,2958.12206,10588.18193,2593.82708,8141.99299,23.34333,0.7502,26.62782,0.97648
1998-07-23,1865.6524,2900.24688,10172.73604,2543.02,7822.15605,23.80376,0.77973,27.15364,1.01495
1998-07-24,1852.2163,2879.5307,10026.32865,2524.81139,7709.30548,23.97755,0.79104,27.35236,1.02972
1998-07-25,1856.13853,2885.74112,10068.51436,2530.22727,7741.56226,23.9296,0.78781,27.29798,1.02553
1998-07-26,1862.20621,2895.31508,10134.2622,2538.58488,7791.89062,23.85393,0.78275,27.21206,1.01898
1998-07-27,1866.30371,2901.80099,10178.6076,2544.24175,7825.80137,23.80418,0.77942,27.15562,1.01466
1998-07-28,1833.1978,2850.54057,9818.07614,2499.24138,7548.26218,24.22768,0.80709,27.63935,1.05073
1998-07-29,1824.86694,2837.73133,9728.8039,2487.97322,7479.40204,24.34032,0.81453,27.76827,1.06044
1998-07-30,1854.91665,2884.69521,10049.78551,2529.08725,7725.79842,23.94136,0.78775,27.31381,1.02563
1998-07-31,1822.25771,2834.11762,9696.12583,2484.68885,7453.58153,24.36578,0.81559,27.79861,1.06193
1998-08-01,1820.33811,2831.22164,9675.14293,2482.12643,7437.31062,24.39521,0.81748,27.83245,1.0644
1998-08-02,1818.5802,2828.57616,9655.9701,2479.78378,7422.43291,24.42217,0.8192,27.86347,1.06667
1998-08-03,1816.67248,2825.69795,9635.27039,2477.23708,7406.38095,24.45099,0.82106,27.89661,1.06911
1998-08-04,1748.08162,2719.28551,8908.51199,2383.87496,6847.30869,25.37578,0.88309,28.95255,1.14994
1998-08-05,1752.35158,2726.04117,8951.81,2389.76786,6880.41835,25.31685,0.87891,28.88567,1.14452
1998-08-06,1761.98828,2741.20837,9050.45036,2403.01796,6955.96956,25.18009,0.86933,28.73019,1.13209
1998-08-07,1766.16636,2747.82102,9093.13987,2408.78538,6988.60912,25.1234,0.86533,28.66586,1.12692
1998-08-08,1765.24618,2746.47284,9083.23506,2407.58144,6980.86973,25.13978,0.86638,28.6848,1.1283
